Model,Lead,Stroke,RPM
MK110,250,4550,3600
MK110,250,4600,3600
MK110,250,4650,3600
MK110,250,4700,3600
MK110,250,4750,3600
MK110,250,4800,3600
GCH4,2,50,3000
GCH4,2,100,3000
GCH4,2,150,3000
GCH4,2,200,3000
GCH4,2,250,3000
GCH4,2,300,3000
GCH4,2,350,3000
GCH4,2,400,3000
GCH4,2,450,3000
GCH4,2,500,3000
GCH4,2,550,3000
GCH4,2,600,2700
GCH4,2,650,2400
GCH4,2,700,2100
GCH4,2,750,1800
GCH4,2,800,1500
GCH4,2,850,1300
GCH4,2,900,1200
GCH4,2,950,1100
GCH4,2,1000,1000
GCH4,6,50,3600
GCH4,6,100,3600
GCH4,6,150,3600
GCH4,6,200,3600
GCH4,6,250,3600
GCH4,6,300,3600
GCH4,6,350,3600
GCH4,6,400,3600
GCH4,6,450,3600
GCH4,6,500,3300
GCH4,6,550,3200
GCH4,6,600,2700
GCH4,6,650,2400
GCH4,6,700,2100
GCH4,6,750,1800
GCH4,6,800,1500
GCH4,6,850,1300
GCH4,6,900,1200
GCH4,6,950,1100
GCH4,6,1000,1000
GCH4,12,50,3600
GCH4,12,100,3600
GCH4,12,150,3600
GCH4,12,200,3600
GCH4,12,250,3600
GCH4,12,300,3600
GCH4,12,350,3600
GCH4,12,400,3600
GCH4,12,450,3600
GCH4,12,500,3300
GCH4,12,550,3200
GCH4,12,600,2700
GCH4,12,650,2400
GCH4,12,700,2100
GCH4,12,750,1800
GCH4,12,800,1500
GCH4,12,850,1300
GCH4,12,900,1200
GCH4,12,950,1100
GCH4,12,1000,1000
GCH5,2,50,3000
GCH5,2,100,3000
GCH5,2,150,3000
GCH5,2,200,3000
GCH5,2,250,3000
GCH5,2,300,3000
GCH5,2,350,3000
GCH5,2,400,3000
GCH5,2,450,3000
GCH5,2,500,3000
GCH5,2,550,3000
GCH5,2,600,3000
GCH5,2,650,2700
GCH5,2,700,2400
GCH5,2,750,2100
GCH5,2,800,1800
GCH5,2,850,1500
GCH5,2,900,1400
GCH5,2,950,1200
GCH5,2,1000,1100
GCH5,2,1050,1000
GCH5,5,50,3600
GCH5,5,100,3600
GCH5,5,150,3600
GCH5,5,200,3600
GCH5,5,250,3600
GCH5,5,300,3600
GCH5,5,350,3600
GCH5,5,400,3600
GCH5,5,450,3600
GCH5,5,500,3600
GCH5,5,550,3500
GCH5,5,600,3000
GCH5,5,650,2700
GCH5,5,700,2400
GCH5,5,750,2100
GCH5,5,800,1800
GCH5,5,850,1500
GCH5,5,900,1400
GCH5,5,950,1200
GCH5,5,1000,1100
GCH5,5,1050,1000
GCH5,10,50,3600
GCH5,10,100,3600
GCH5,10,150,3600
GCH5,10,200,3600
GCH5,10,250,3600
GCH5,10,300,3600
GCH5,10,350,3600
GCH5,10,400,3600
GCH5,10,450,3600
GCH5,10,500,3600
GCH5,10,550,3500
GCH5,10,600,3000
GCH5,10,650,2700
GCH5,10,700,2400
GCH5,10,750,2100
GCH5,10,800,1800
GCH5,10,850,1500
GCH5,10,900,1400
GCH5,10,950,1200
GCH5,10,1000,1100
GCH5,10,1050,1000
GCH5,20,50,3600
GCH5,20,100,3600
GCH5,20,150,3600
GCH5,20,200,3600
GCH5,20,250,3600
GCH5,20,300,3600
GCH5,20,350,3600
GCH5,20,400,3600
GCH5,20,450,3600
GCH5,20,500,3600
GCH5,20,550,3500
GCH5,20,600,3000
GCH5,20,650,2700
GCH5,20,700,2400
GCH5,20,750,2100
GCH5,20,800,1800
GCH5,20,850,1500
GCH5,20,900,1400
GCH5,20,950,1200
GCH5,20,1000,1100
GCH5,20,1050,1000
GCH8,5,50,3600
GCH8,5,100,3600
GCH8,5,150,3600
GCH8,5,200,3600
GCH8,5,250,3600
GCH8,5,300,3600
GCH8,5,350,3600
GCH8,5,400,3600
GCH8,5,450,3600
GCH8,5,500,3600
GCH8,5,550,3600
GCH8,5,600,3600
GCH8,5,650,3500
GCH8,5,700,3000
GCH8,5,750,3000
GCH8,5,800,2700
GCH8,5,850,2400
GCH8,5,900,2100
GCH8,5,950,1800
GCH8,5,1000,1600
GCH8,5,1050,1400
GCH8,5,1100,1300
GCH8,5,1150,1200
GCH8,5,1200,1100
GCH8,5,1250,1000
GCH8,10,50,3600
GCH8,10,100,3600
GCH8,10,150,3600
GCH8,10,200,3600
GCH8,10,250,3600
GCH8,10,300,3600
GCH8,10,350,3600
GCH8,10,400,3600
GCH8,10,450,3600
GCH8,10,500,3600
GCH8,10,550,3600
GCH8,10,600,3600
GCH8,10,650,3500
GCH8,10,700,3000
GCH8,10,750,3000
GCH8,10,800,2700
GCH8,10,850,2400
GCH8,10,900,2100
GCH8,10,950,1800
GCH8,10,1000,1600
GCH8,10,1050,1400
GCH8,10,1100,1300
GCH8,10,1150,1200
GCH8,10,1200,1100
GCH8,10,1250,1000
GCH8,20,50,3600
GCH8,20,100,3600
GCH8,20,150,3600
GCH8,20,200,3600
GCH8,20,250,3600
GCH8,20,300,3600
GCH8,20,350,3600
GCH8,20,400,3600
GCH8,20,450,3600
GCH8,20,500,3600
GCH8,20,550,3600
GCH8,20,600,3600
GCH8,20,650,3500
GCH8,20,700,3000
GCH8,20,750,3000
GCH8,20,800,2700
GCH8,20,850,2400
GCH8,20,900,2100
GCH8,20,950,1800
GCH8,20,1000,1600
GCH8,20,1050,1400
GCH8,20,1100,1300
GCH8,20,1150,1200
GCH8,20,1200,1100
GCH8,20,1250,1000
GCH12,5,50,3600
GCH12,5,100,3600
GCH12,5,150,3600
GCH12,5,200,3600
GCH12,5,250,3600
GCH12,5,300,3600
GCH12,5,350,3600
GCH12,5,400,3600
GCH12,5,450,3600
GCH12,5,500,3600
GCH12,5,550,3600
GCH12,5,600,3600
GCH12,5,650,3600
GCH12,5,700,3600
GCH12,5,750,3300
GCH12,5,800,3000
GCH12,5,850,2700
GCH12,5,900,2400
GCH12,5,950,2100
GCH12,5,1000,2000
GCH12,5,1050,1900
GCH12,5,1100,1700
GCH12,5,1150,1600
GCH12,5,1200,1500
GCH12,5,1250,1400
GCH12,10,50,3600
GCH12,10,100,3600
GCH12,10,150,3600
GCH12,10,200,3600
GCH12,10,250,3600
GCH12,10,300,3600
GCH12,10,350,3600
GCH12,10,400,3600
GCH12,10,450,3600
GCH12,10,500,3600
GCH12,10,550,3600
GCH12,10,600,3600
GCH12,10,650,3600
GCH12,10,700,3600
GCH12,10,750,3300
GCH12,10,800,3000
GCH12,10,850,2700
GCH12,10,900,2400
GCH12,10,950,2100
GCH12,10,1000,2000
GCH12,10,1050,1900
GCH12,10,1100,1700
GCH12,10,1150,1600
GCH12,10,1200,1500
GCH12,10,1250,1400
GCH12,20,50,3600
GCH12,20,100,3600
GCH12,20,150,3600
GCH12,20,200,3600
GCH12,20,250,3600
GCH12,20,300,3600
GCH12,20,350,3600
GCH12,20,400,3600
GCH12,20,450,3600
GCH12,20,500,3600
GCH12,20,550,3600
GCH12,20,600,3600
GCH12,20,650,3600
GCH12,20,700,3600
GCH12,20,750,3300
GCH12,20,800,3000
GCH12,20,850,2700
GCH12,20,900,2400
GCH12,20,950,2100
GCH12,20,1000,2000
GCH12,20,1050,1900
GCH12,20,1100,1700
GCH12,20,1150,1600
GCH12,20,1200,1500
GCH12,20,1250,1400
GCH12,32,50,3600
GCH12,32,100,3600
GCH12,32,150,3600
GCH12,32,200,3600
GCH12,32,250,3600
GCH12,32,300,3600
GCH12,32,350,3600
GCH12,32,400,3600
GCH12,32,450,3600
GCH12,32,500,3600
GCH12,32,550,3600
GCH12,32,600,3600
GCH12,32,650,3600
GCH12,32,700,3600
GCH12,32,750,3300
GCH12,32,800,3000
GCH12,32,850,2700
GCH12,32,900,2400
GCH12,32,950,2100
GCH12,32,1000,2000
GCH12,32,1050,1900
GCH12,32,1100,1700
GCH12,32,1150,1600
GCH12,32,1200,1500
GCH12,32,1250,1400
GCH5S,2,25,3000
GCH5S,2,50,3000
GCH5S,2,75,3000
GCH5S,2,100,3000
GCH5S,2,125,3000
GCH5S,2,150,3000
GCH5S,2,175,3000
GCH5S,2,200,3000
GCH5S,2,225,3000
GCH5S,2,250,3000
GCH5S,2,275,3000
GCH5S,2,300,3000
GCH5S,2,325,3000
GCH5S,2,350,3000
GCH5S,2,375,3000
GCH5S,2,400,3000
GCH5S,2,425,3000
GCH5S,2,450,3000
GCH8S,5,25,3600
GCH8S,5,50,3600
GCH8S,5,75,3600
GCH8S,5,100,3600
GCH8S,5,125,3600
GCH8S,5,150,3600
GCH8S,5,175,3600
GCH8S,5,200,3600
GCH8S,5,225,3600
GCH8S,5,250,3600
GCH8S,5,275,3600
GCH8S,5,300,3600
GCH8S,5,325,3600
GCH8S,5,350,3600
GCH8S,5,375,3600
GCH8S,5,400,3600
GCH8S,5,425,3600
GCH8S,5,450,3600
GCH8S,5,475,3600
GCH8S,5,500,3600
GCH8S,5,525,3600
ECH14,5,50,3600
ECH14,5,100,3600
ECH14,5,150,3600
ECH14,5,200,3600
ECH14,5,250,3600
ECH14,5,300,3600
ECH14,5,350,3600
ECH14,5,400,3600
ECH14,5,450,3600
ECH14,5,500,3600
ECH14,5,550,3600
ECH14,5,600,3600
ECH14,5,650,3300
ECH14,5,700,3000
ECH14,5,750,3000
ECH14,5,800,2700
ECH14,5,850,2400
ECH14,5,900,2100
ECH14,5,950,1800
ECH14,5,1000,1500
ECH14,5,1050,1200
ECH14,10,50,3600
ECH14,10,100,3600
ECH14,10,150,3600
ECH14,10,200,3600
ECH14,10,250,3600
ECH14,10,300,3600
ECH14,10,350,3600
ECH14,10,400,3600
ECH14,10,450,3600
ECH14,10,500,3600
ECH14,10,550,3600
ECH14,10,600,3600
ECH14,10,650,3300
ECH14,10,700,3000
ECH14,10,750,3000
ECH14,10,800,2700
ECH14,10,850,2400
ECH14,10,900,2100
ECH14,10,950,1800
ECH14,10,1000,1500
ECH14,10,1050,1200
ECH14,20,50,3600
ECH14,20,100,3600
ECH14,20,150,3600
ECH14,20,200,3600
ECH14,20,250,3600
ECH14,20,300,3600
ECH14,20,350,3600
ECH14,20,400,3600
ECH14,20,450,3600
ECH14,20,500,3600
ECH14,20,550,3600
ECH14,20,600,3600
ECH14,20,650,3300
ECH14,20,700,3000
ECH14,20,750,3000
ECH14,20,800,2700
ECH14,20,850,2400
ECH14,20,900,2100
ECH14,20,950,1800
ECH14,20,1000,1500
ECH14,20,1050,1200
ECH14,32,50,3600
ECH14,32,100,3600
ECH14,32,150,3600
ECH14,32,200,3600
ECH14,32,250,3600
ECH14,32,300,3600
ECH14,32,350,3600
ECH14,32,400,3600
ECH14,32,450,3600
ECH14,32,500,3600
ECH14,32,550,3600
ECH14,32,600,3600
ECH14,32,650,3300
ECH14,32,700,3000
ECH14,32,750,3000
ECH14,32,800,2700
ECH14,32,850,2400
ECH14,32,900,2100
ECH14,32,950,1800
ECH14,32,1000,1500
ECH14,32,1050,1200
ECH17,5,50,3600
ECH17,5,100,3600
ECH17,5,150,3600
ECH17,5,200,3600
ECH17,5,250,3600
ECH17,5,300,3600
ECH17,5,350,3600
ECH17,5,400,3600
ECH17,5,450,3600
ECH17,5,500,3600
ECH17,5,550,3600
ECH17,5,600,3600
ECH17,5,650,3600
ECH17,5,700,3600
ECH17,5,750,3600
ECH17,5,800,3200
ECH17,5,850,3000
ECH17,5,900,2700
ECH17,5,950,2700
ECH17,5,1000,2400
ECH17,5,1050,2400
ECH17,5,1100,2100
ECH17,5,1150,2100
ECH17,5,1200,1800
ECH17,5,1250,1800
ECH17,10,50,3600
ECH17,10,100,3600
ECH17,10,150,3600
ECH17,10,200,3600
ECH17,10,250,3600
ECH17,10,300,3600
ECH17,10,350,3600
ECH17,10,400,3600
ECH17,10,450,3600
ECH17,10,500,3600
ECH17,10,550,3600
ECH17,10,600,3600
ECH17,10,650,3600
ECH17,10,700,3600
ECH17,10,750,3600
ECH17,10,800,3200
ECH17,10,850,3000
ECH17,10,900,2700
ECH17,10,950,2700
ECH17,10,1000,2400
ECH17,10,1050,2400
ECH17,10,1100,2100
ECH17,10,1150,2100
ECH17,10,1200,1800
ECH17,10,1250,1800
ECH17,20,50,3600
ECH17,20,100,3600
ECH17,20,150,3600
ECH17,20,200,3600
ECH17,20,250,3600
ECH17,20,300,3600
ECH17,20,350,3600
ECH17,20,400,3600
ECH17,20,450,3600
ECH17,20,500,3600
ECH17,20,550,3600
ECH17,20,600,3600
ECH17,20,650,3600
ECH17,20,700,3600
ECH17,20,750,3600
ECH17,20,800,3200
ECH17,20,850,3000
ECH17,20,900,2700
ECH17,20,950,2700
ECH17,20,1000,2400
ECH17,20,1050,2400
ECH17,20,1100,2100
ECH17,20,1150,2100
ECH17,20,1200,1800
ECH17,20,1250,1800
ECH17,40,50,3600
ECH17,40,100,3600
ECH17,40,150,3600
ECH17,40,200,3600
ECH17,40,250,3600
ECH17,40,300,3600
ECH17,40,350,3600
ECH17,40,400,3600
ECH17,40,450,3600
ECH17,40,500,3600
ECH17,40,550,3600
ECH17,40,600,3600
ECH17,40,650,3600
ECH17,40,700,3600
ECH17,40,750,3600
ECH17,40,800,3200
ECH17,40,850,3000
ECH17,40,900,2700
ECH17,40,950,2700
ECH17,40,1000,2400
ECH17,40,1050,2400
ECH17,40,1100,2100
ECH17,40,1150,2100
ECH17,40,1200,1800
ECH17,40,1250,1800
ECH22,5,50,3600
ECH22,5,100,3600
ECH22,5,150,3600
ECH22,5,200,3600
ECH22,5,250,3600
ECH22,5,300,3600
ECH22,5,350,3600
ECH22,5,400,3600
ECH22,5,450,3600
ECH22,5,500,3600
ECH22,5,550,3600
ECH22,5,600,3600
ECH22,5,650,3600
ECH22,5,700,3600
ECH22,5,750,3600
ECH22,5,800,3300
ECH22,5,850,3000
ECH22,5,900,3000
ECH22,5,950,2700
ECH22,5,1000,2700
ECH22,5,1050,2400
ECH22,5,1100,2400
ECH22,5,1150,2100
ECH22,5,1200,2100
ECH22,5,1250,1800
ECH22,5,1300,1800
ECH22,5,1350,1500
ECH22,5,1400,1500
ECH22,5,1450,1200
ECH22,5,1500,1200
ECH22,10,50,3600
ECH22,10,100,3600
ECH22,10,150,3600
ECH22,10,200,3600
ECH22,10,250,3600
ECH22,10,300,3600
ECH22,10,350,3600
ECH22,10,400,3600
ECH22,10,450,3600
ECH22,10,500,3600
ECH22,10,550,3600
ECH22,10,600,3600
ECH22,10,650,3600
ECH22,10,700,3600
ECH22,10,750,3600
ECH22,10,800,3300
ECH22,10,850,3000
ECH22,10,900,3000
ECH22,10,950,2700
ECH22,10,1000,2700
ECH22,10,1050,2400
ECH22,10,1100,2400
ECH22,10,1150,2100
ECH22,10,1200,2100
ECH22,10,1250,1800
ECH22,10,1300,1800
ECH22,10,1350,1500
ECH22,10,1400,1500
ECH22,10,1450,1200
ECH22,10,1500,1200
ECH22,25,50,3600
ECH22,25,100,3600
ECH22,25,150,3600
ECH22,25,200,3600
ECH22,25,250,3600
ECH22,25,300,3600
ECH22,25,350,3600
ECH22,25,400,3600
ECH22,25,450,3600
ECH22,25,500,3600
ECH22,25,550,3600
ECH22,25,600,3600
ECH22,25,650,3600
ECH22,25,700,3600
ECH22,25,750,3600
ECH22,25,800,3300
ECH22,25,850,3000
ECH22,25,900,3000
ECH22,25,950,2700
ECH22,25,1000,2700
ECH22,25,1050,2400
ECH22,25,1100,2400
ECH22,25,1150,2100
ECH22,25,1200,2100
ECH22,25,1250,1800
ECH22,25,1300,1800
ECH22,25,1350,1500
ECH22,25,1400,1500
ECH22,25,1450,1200
ECH22,25,1500,1200
ECH22,40,50,3600
ECH22,40,100,3600
ECH22,40,150,3600
ECH22,40,200,3600
ECH22,40,250,3600
ECH22,40,300,3600
ECH22,40,350,3600
ECH22,40,400,3600
ECH22,40,450,3600
ECH22,40,500,3600
ECH22,40,550,3600
ECH22,40,600,3600
ECH22,40,650,3300
ECH22,40,700,3000
ECH22,40,750,3000
ECH22,40,800,3000
ECH22,40,850,3000
ECH22,40,900,2700
ECH22,40,950,2700
ECH22,40,1000,2400
ECH22,40,1050,2400
ECH22,40,1100,2100
ECH22,40,1150,2100
ECH22,40,1200,1800
ECH22,40,1250,1800
ECH22,40,1300,1500
ECH22,40,1350,1500
ECH22,40,1400,1200
ECH22,40,1450,1200
ECH22,40,1500,900
ECB5,32,50,500
ECB5,32,100,500
ECB5,32,150,500
ECB5,32,200,500
ECB5,32,250,500
ECB5,32,300,500
ECB5,32,350,500
ECB5,32,400,500
ECB5,32,450,500
ECB5,32,500,500
ECB5,32,550,500
ECB5,32,600,500
ECB5,32,650,500
ECB5,32,700,500
ECB5,32,750,500
ECB5,32,800,500
ECB5,40,50,3600
ECB5,40,100,3600
ECB5,40,150,3600
ECB5,40,200,3600
ECB5,40,250,3600
ECB5,40,300,3600
ECB5,40,350,3600
ECB5,40,400,3600
ECB5,40,450,3600
ECB5,40,500,3600
ECB5,40,550,3600
ECB5,40,600,3600
ECB5,40,650,3600
ECB5,40,700,3600
ECB5,40,750,3600
ECB5,40,800,3600
ECB6,40,50,3600
ECB6,40,100,3600
ECB6,40,150,3600
ECB6,40,200,3600
ECB6,40,250,3600
ECB6,40,300,3600
ECB6,40,350,3600
ECB6,40,400,3600
ECB6,40,450,3600
ECB6,40,500,3600
ECB6,40,550,3600
ECB6,40,600,3600
ECB6,40,650,3600
ECB6,40,700,3600
ECB6,40,750,3600
ECB6,40,800,3600
ECB10,32,50,3600
ECB10,32,100,3600
ECB10,32,150,3600
ECB10,32,200,3600
ECB10,32,250,3600
ECB10,32,300,3600
ECB10,32,350,3600
ECB10,32,400,3600
ECB10,32,450,3600
ECB10,32,500,3600
ECB10,32,550,3600
ECB10,32,600,3600
ECB10,32,650,3600
ECB10,32,700,3600
ECB10,32,750,3600
ECB10,32,800,3600
ECB10,32,850,3600
ECB10,32,900,3600
ECB10,32,950,3600
ECB10,32,1000,3600
ECB10,32,1050,3600
ECB10,32,1100,3600
ECB10,32,1150,3600
ECB10,32,1200,3600
ECB10,32,1250,3600
ECB10,32,1300,3600
ECB10,32,1350,3600
ECB10,32,1400,3600
ECB10,32,1450,3600
ECB10,32,1500,3600
ECB10,32,1550,3600
ECB10,32,1600,3600
ECB10,32,1650,3600
ECB10,32,1700,3600
ECB10,32,1750,3600
ECB10,32,1800,3600
ECB10,32,1850,3600
ECB10,32,1900,3600
ECB10,32,1950,3600
ECB10,32,2000,3600
ECB10,32,2050,3600
ECB10,32,2100,3600
ECB10,32,2150,3600
ECB10,32,2200,3600
ECB10,32,2250,3600
ECB10,32,2300,3600
ECB10,32,2350,3600
ECB10,32,2400,3600
ECB10,32,2450,3600
ECB10,32,2500,3600
ECB10,32,2550,3600
ECB14,40,50,3600
ECB14,40,100,3600
ECB14,40,150,3600
ECB14,40,200,3600
ECB14,40,250,3600
ECB14,40,300,3600
ECB14,40,350,3600
ECB14,40,400,3600
ECB14,40,450,3600
ECB14,40,500,3600
ECB14,40,550,3600
ECB14,40,600,3600
ECB14,40,650,3600
ECB14,40,700,3600
ECB14,40,750,3600
ECB14,40,800,3600
ECB14,40,850,3600
ECB14,40,900,3600
ECB14,40,950,3600
ECB14,40,1000,3600
ECB14,40,1050,3600
ECB14,40,1100,3600
ECB14,40,1150,3600
ECB14,40,1200,3600
ECB14,40,1250,3600
ECB14,40,1300,3600
ECB14,40,1350,3600
ECB14,40,1400,3600
ECB14,40,1450,3600
ECB14,40,1500,3600
ECB14,40,1550,3600
ECB14,40,1600,3600
ECB14,40,1650,3600
ECB14,40,1700,3600
ECB14,40,1750,3600
ECB14,40,1800,3600
ECB14,40,1850,3600
ECB14,40,1900,3600
ECB14,40,1950,3600
ECB14,40,2000,3600
ECB14,40,2050,3600
ECB14,40,2100,3600
ECB14,40,2150,3600
ECB14,40,2200,3600
ECB14,40,2250,3600
ECB14,40,2300,3600
ECB14,40,2350,3600
ECB14,40,2400,3600
ECB14,40,2450,3600
ECB14,40,2500,3600
ECB14,40,2550,3600
ECB14,40,2600,3600
ECB14,40,2650,3600
ECB14,40,2700,3600
ECB14,40,2750,3600
ECB14,40,2800,3600
ECB14,40,2850,3600
ECB14,40,2900,3600
ECB14,40,2950,3600
ECB14,40,3600,3600
ECB14,40,3050,3600
ECB17,40,50,3600
ECB17,40,100,3600
ECB17,40,150,3600
ECB17,40,200,3600
ECB17,40,250,3600
ECB17,40,300,3600
ECB17,40,350,3600
ECB17,40,400,3600
ECB17,40,450,3600
ECB17,40,500,3600
ECB17,40,550,3600
ECB17,40,600,3600
ECB17,40,650,3600
ECB17,40,700,3600
ECB17,40,750,3600
ECB17,40,800,3600
ECB17,40,850,3600
ECB17,40,900,3600
ECB17,40,950,3600
ECB17,40,1000,3600
ECB17,40,1050,3600
ECB17,40,1100,3600
ECB17,40,1150,3600
ECB17,40,1200,3600
ECB17,40,1250,3600
ECB17,40,1300,3600
ECB17,40,1350,3600
ECB17,40,1400,3600
ECB17,40,1450,3600
ECB17,40,1500,3600
ECB17,40,1550,3600
ECB17,40,1600,3600
ECB17,40,1650,3600
ECB17,40,1700,3600
ECB17,40,1750,3600
ECB17,40,1800,3600
ECB17,40,1850,3600
ECB17,40,1900,3600
ECB17,40,1950,3600
ECB17,40,2000,3600
ECB17,40,2050,3600
ECB17,40,2100,3600
ECB17,40,2150,3600
ECB17,40,2200,3600
ECB17,40,2250,3600
ECB17,40,2300,3600
ECB17,40,2350,3600
ECB17,40,2400,3600
ECB17,40,2450,3600
ECB17,40,2500,3600
ECB17,40,2550,3600
ECB17,40,2600,3600
ECB17,40,2650,3600
ECB17,40,2700,3600
ECB17,40,2750,3600
ECB17,40,2800,3600
ECB17,40,2850,3600
ECB17,40,2900,3600
ECB17,40,2950,3600
ECB17,40,3600,3600
ECB17,40,3050,3600
ECB17,40,3100,3600
ECB17,40,3150,3600
ECB17,40,3200,3600
ECB17,40,3250,3600
ECB17,40,3300,3600
ECB17,40,3350,3600
ECB17,40,3400,3600
ECB17,40,3450,3600
ECB17,40,3500,3600
ECB17,40,3550,3600
ECB17,40,3600,3600
ECB17,40,3650,3600
ECB17,40,3700,3600
ECB17,40,3750,3600
ECB17,40,3800,3600
ECB17,40,3850,3600
ECB17,40,3900,3600
ECB17,40,3950,3600
ECB17,40,4000,3600
ECB17,40,4050,3600
ECB22,40,50,3600
ECB22,40,100,3600
ECB22,40,150,3600
ECB22,40,200,3600
ECB22,40,250,3600
ECB22,40,300,3600
ECB22,40,350,3600
ECB22,40,400,3600
ECB22,40,450,3600
ECB22,40,500,3600
ECB22,40,550,3600
ECB22,40,600,3600
ECB22,40,650,3600
ECB22,40,700,3600
ECB22,40,750,3600
ECB22,40,800,3600
ECB22,40,850,3600
ECB22,40,900,3600
ECB22,40,950,3600
ECB22,40,1000,3600
ECB22,40,1050,3600
ECB22,40,1100,3600
ECB22,40,1150,3600
ECB22,40,1200,3600
ECB22,40,1250,3600
ECB22,40,1300,3600
ECB22,40,1350,3600
ECB22,40,1400,3600
ECB22,40,1450,3600
ECB22,40,1500,3600
ECB22,40,1550,3600
ECB22,40,1600,3600
ECB22,40,1650,3600
ECB22,40,1700,3600
ECB22,40,1750,3600
ECB22,40,1800,3600
ECB22,40,1850,3600
ECB22,40,1900,3600
ECB22,40,1950,3600
ECB22,40,2000,3600
ECB22,40,2050,3600
ECB22,40,2100,3600
ECB22,40,2150,3600
ECB22,40,2200,3600
ECB22,40,2250,3600
ECB22,40,2300,3600
ECB22,40,2350,3600
ECB22,40,2400,3600
ECB22,40,2450,3600
ECB22,40,2500,3600
ECB22,40,2550,3600
ECB22,40,2600,3600
ECB22,40,2650,3600
ECB22,40,2700,3600
ECB22,40,2750,3600
ECB22,40,2800,3600
ECB22,40,2850,3600
ECB22,40,2900,3600
ECB22,40,2950,3600
ECB22,40,3600,3600
ECB22,40,3050,3600
ECB22,40,3100,3600
ECB22,40,3150,3600
ECB22,40,3200,3600
ECB22,40,3250,3600
ECB22,40,3300,3600
ECB22,40,3350,3600
ECB22,40,3400,3600
ECB22,40,3450,3600
ECB22,40,3500,3600
MG65,90,300,3600
MG65,90,350,3600
MG65,90,400,3600
MG65,90,450,3600
MG65,90,500,3600
MG65,90,550,3600
MG65,90,600,3600
MG65,90,650,3600
MG65,90,700,3600
MG65,90,750,3600
MG65,90,800,3600
MG65,90,850,3600
MG65,90,900,3600
MG65,90,950,3600
MG65,90,1000,3600
MG65,90,1050,3600
MG65,90,1100,3600
MG65,90,1150,3600
MG65,90,1200,3600
MG65,90,1250,3600
MG65,90,1300,3600
MG65,90,1350,3600
MG65,90,1400,3600
MG65,90,1450,3600
MG65,90,1500,3600
MG65,90,1550,3600
MG65,90,1600,3600
MG65,90,1650,3600
MG65,90,1700,3600
MG65,90,1750,3600
MG65,90,1800,3600
MG65,90,1850,3600
MG65,90,1900,3600
MG65,90,1950,3600
MG65,90,2000,3600
MG65,90,2050,3600
MG65,90,2100,3600
MG65,90,2150,3600
MG65,90,2200,3600
MG65,90,2250,3600
MG65,90,2300,3600
MG65,90,2350,3600
MG65,90,2400,3600
MG65,90,2450,3600
MG65,90,2500,3600
MG65,90,2550,3600
MG65,90,2600,3600
MG65,90,2650,3600
MG65,90,2700,3600
MG65,90,2750,3600
MG65,90,2800,3600
MG65,90,2850,3600
MG65,90,2900,3600
MG65,90,2950,3600
MG65,90,3000,3600
MG65,90,3050,3600
MG65,90,3100,3600
MG65,90,3150,3600
MG65,90,3200,3600
MG65,90,3250,3600
MG65,90,3300,3600
MG65,90,3350,3600
MG65,90,3400,3600
MG65,90,3450,3600
MG65,90,3500,3600
MG65,90,3550,3600
MG65,90,3600,3600
MG65,90,3650,3600
MG65,90,3700,3600
