型號,導程,行程,轉速
Y65D,20,150,3000
Y65D,20,200,3000
Y65D,20,250,3000
Y65D,20,300,3000
Y65D,20,350,2400
Y65D,20,400,2400
Y65D,20,450,1800
Y65D,20,500,1800
Y65L,5,50,3000
Y65L,5,100,3000
Y65L,5,150,3000
Y65L,5,200,3000
Y65L,5,250,3000
Y65L,5,300,3000
Y65L,5,350,2400
Y65L,5,400,2400
Y65L,5,450,1800
Y65L,5,500,1800
Y65L,10,50,3000
Y65L,10,100,3000
Y65L,10,150,3000
Y65L,10,200,3000
Y65L,10,250,3000
Y65L,10,300,3000
Y65L,10,350,2400
Y65L,10,400,2400
Y65L,10,450,1800
Y65L,10,500,1800
Y65L,16,50,3000
Y65L,16,100,3000
Y65L,16,150,3000
Y65L,16,200,3000
Y65L,16,250,3000
Y65L,16,300,3000
Y65L,16,350,2400
Y65L,16,400,2400
Y65L,16,450,1800
Y65L,16,500,1800
Y65L,20,50,3000
Y65L,20,100,3000
Y65L,20,150,3000
Y65L,20,200,3000
Y65L,20,250,3000
Y65L,20,300,3000
Y65L,20,350,2400
Y65L,20,400,2400
Y65L,20,450,1800
Y65L,20,500,1800
ETB5,32,50,500
ETB5,32,100,500
ETB5,32,150,500
ETB5,32,200,500
ETB5,32,250,500
ETB5,32,300,500
ETB5,32,350,500
ETB5,32,400,500
ETB5,32,450,500
ETB5,32,500,500
ETB5,32,550,500
ETB5,32,600,500
ETB5,32,650,500
ETB5,32,700,500
ETB5,32,750,500
ETB5,32,800,500
ETB5,40,50,3600
ETB5,40,100,3600
ETB5,40,150,3600
ETB5,40,200,3600
ETB5,40,250,3600
ETB5,40,300,3600
ETB5,40,350,3600
ETB5,40,400,3600
ETB5,40,450,3600
ETB5,40,500,3600
ETB5,40,550,3600
ETB5,40,600,3600
ETB5,40,650,3600
ETB5,40,700,3600
ETB5,40,750,3600
ETB5,40,800,3600
ETB6,40,50,3600
ETB6,40,100,3600
ETB6,40,150,3600
ETB6,40,200,3600
ETB6,40,250,3600
ETB6,40,300,3600
ETB6,40,350,3600
ETB6,40,400,3600
ETB6,40,450,3600
ETB6,40,500,3600
ETB6,40,550,3600
ETB6,40,600,3600
ETB6,40,650,3600
ETB6,40,700,3600
ETB6,40,750,3600
ETB6,40,800,3600
ETB10,32,50,3600
ETB10,32,100,3600
ETB10,32,150,3600
ETB10,32,200,3600
ETB10,32,250,3600
ETB10,32,300,3600
ETB10,32,350,3600
ETB10,32,400,3600
ETB10,32,450,3600
ETB10,32,500,3600
ETB10,32,550,3600
ETB10,32,600,3600
ETB10,32,650,3600
ETB10,32,700,3600
ETB10,32,750,3600
ETB10,32,800,3600
ETB10,32,850,3600
ETB10,32,900,3600
ETB10,32,950,3600
ETB10,32,1000,3600
ETB10,32,1050,3600
ETB10,32,1100,3600
ETB10,32,1150,3600
ETB10,32,1200,3600
ETB10,32,1250,3600
ETB10,32,1300,3600
ETB10,32,1350,3600
ETB10,32,1400,3600
ETB10,32,1450,3600
ETB10,32,1500,3600
ETB10,32,1550,3600
ETB10,32,1600,3600
ETB10,32,1650,3600
ETB10,32,1700,3600
ETB10,32,1750,3600
ETB10,32,1800,3600
ETB10,32,1850,3600
ETB10,32,1900,3600
ETB10,32,1950,3600
ETB10,32,2000,3600
ETB10,32,2050,3600
ETB10,32,2100,3600
ETB10,32,2150,3600
ETB10,32,2200,3600
ETB10,32,2250,3600
ETB10,32,2300,3600
ETB10,32,2350,3600
ETB10,32,2400,3600
ETB10,32,2450,3600
ETB10,32,2500,3600
ETB10,32,2550,3600
ETB14M,40,50,3600
ETB14M,40,100,3600
ETB14M,40,150,3600
ETB14M,40,200,3600
ETB14M,40,250,3600
ETB14M,40,300,3600
ETB14M,40,350,3600
ETB14M,40,400,3600
ETB14M,40,450,3600
ETB14M,40,500,3600
ETB14M,40,550,3600
ETB14M,40,600,3600
ETB14M,40,650,3600
ETB14M,40,700,3600
ETB14M,40,750,3600
ETB14M,40,800,3600
ETB14M,40,850,3600
ETB14M,40,900,3600
ETB14M,40,950,3600
ETB14M,40,1000,3600
ETB14M,40,1050,3600
ETB14M,40,1100,3600
ETB14M,40,1150,3600
ETB14M,40,1200,3600
ETB14M,40,1250,3600
ETB14M,40,1300,3600
ETB14M,40,1350,3600
ETB14M,40,1400,3600
ETB14M,40,1450,3600
ETB14M,40,1500,3600
ETB14M,40,1550,3600
ETB14M,40,1600,3600
ETB14M,40,1650,3600
ETB14M,40,1700,3600
ETB14M,40,1750,3600
ETB14M,40,1800,3600
ETB14M,40,1850,3600
ETB14M,40,1900,3600
ETB14M,40,1950,3600
ETB14M,40,2000,3600
ETB14M,40,2050,3600
ETB14M,40,2100,3600
ETB14M,40,2150,3600
ETB14M,40,2200,3600
ETB14M,40,2250,3600
ETB14M,40,2300,3600
ETB14M,40,2350,3600
ETB14M,40,2400,3600
ETB14M,40,2450,3600
ETB14M,40,2500,3600
ETB14M,40,2550,3600
ETB14M,40,2600,3600
ETB14M,40,2650,3600
ETB14M,40,2700,3600
ETB14M,40,2750,3600
ETB14M,40,2800,3600
ETB14M,40,2850,3600
ETB14M,40,2900,3600
ETB14M,40,2950,3600
ETB14M,40,3600,3600
ETB14M,40,3050,3600
ETB17M,40,50,3600
ETB17M,40,100,3600
ETB17M,40,150,3600
ETB17M,40,200,3600
ETB17M,40,250,3600
ETB17M,40,300,3600
ETB17M,40,350,3600
ETB17M,40,400,3600
ETB17M,40,450,3600
ETB17M,40,500,3600
ETB17M,40,550,3600
ETB17M,40,600,3600
ETB17M,40,650,3600
ETB17M,40,700,3600
ETB17M,40,750,3600
ETB17M,40,800,3600
ETB17M,40,850,3600
ETB17M,40,900,3600
ETB17M,40,950,3600
ETB17M,40,1000,3600
ETB17M,40,1050,3600
ETB17M,40,1100,3600
ETB17M,40,1150,3600
ETB17M,40,1200,3600
ETB17M,40,1250,3600
ETB17M,40,1300,3600
ETB17M,40,1350,3600
ETB17M,40,1400,3600
ETB17M,40,1450,3600
ETB17M,40,1500,3600
ETB17M,40,1550,3600
ETB17M,40,1600,3600
ETB17M,40,1650,3600
ETB17M,40,1700,3600
ETB17M,40,1750,3600
ETB17M,40,1800,3600
ETB17M,40,1850,3600
ETB17M,40,1900,3600
ETB17M,40,1950,3600
ETB17M,40,2000,3600
ETB17M,40,2050,3600
ETB17M,40,2100,3600
ETB17M,40,2150,3600
ETB17M,40,2200,3600
ETB17M,40,2250,3600
ETB17M,40,2300,3600
ETB17M,40,2350,3600
ETB17M,40,2400,3600
ETB17M,40,2450,3600
ETB17M,40,2500,3600
ETB17M,40,2550,3600
ETB17M,40,2600,3600
ETB17M,40,2650,3600
ETB17M,40,2700,3600
ETB17M,40,2750,3600
ETB17M,40,2800,3600
ETB17M,40,2850,3600
ETB17M,40,2900,3600
ETB17M,40,2950,3600
ETB17M,40,3600,3600
ETB17M,40,3050,3600
ETB22M,40,50,3600
ETB22M,40,100,3600
ETB22M,40,150,3600
ETB22M,40,200,3600
ETB22M,40,250,3600
ETB22M,40,300,3600
ETB22M,40,350,3600
ETB22M,40,400,3600
ETB22M,40,450,3600
ETB22M,40,500,3600
ETB22M,40,550,3600
ETB22M,40,600,3600
ETB22M,40,650,3600
ETB22M,40,700,3600
ETB22M,40,750,3600
ETB22M,40,800,3600
ETB22M,40,850,3600
ETB22M,40,900,3600
ETB22M,40,950,3600
ETB22M,40,1000,3600
ETB22M,40,1050,3600
ETB22M,40,1100,3600
ETB22M,40,1150,3600
ETB22M,40,1200,3600
ETB22M,40,1250,3600
ETB22M,40,1300,3600
ETB22M,40,1350,3600
ETB22M,40,1400,3600
ETB22M,40,1450,3600
ETB22M,40,1500,3600
ETB22M,40,1550,3600
ETB22M,40,1600,3600
ETB22M,40,1650,3600
ETB22M,40,1700,3600
ETB22M,40,1750,3600
ETB22M,40,1800,3600
ETB22M,40,1850,3600
ETB22M,40,1900,3600
ETB22M,40,1950,3600
ETB22M,40,2000,3600
ETB22M,40,2050,3600
ETB22M,40,2100,3600
ETB22M,40,2150,3600
ETB22M,40,2200,3600
ETB22M,40,2250,3600
ETB22M,40,2300,3600
ETB22M,40,2350,3600
ETB22M,40,2400,3600
ETB22M,40,2450,3600
ETB22M,40,2500,3600
ETB22M,40,2550,3600
ETB22M,40,2600,3600
ETB22M,40,2650,3600
ETB22M,40,2700,3600
ETB22M,40,2750,3600
ETB22M,40,2800,3600
ETB22M,40,2850,3600
ETB22M,40,2900,3600
ETB22M,40,2950,3600
ETB22M,40,3600,3600
ETB22M,40,3050,3600
ETB22M,40,3100,3600
ETB22M,40,3150,3600
ETB22M,40,3200,3600
ETB22M,40,3250,3600
ETB22M,40,3300,3600
ETB22M,40,3350,3600
ETB22M,40,3400,3600
ETB22M,40,3450,3600
ETB22M,40,3500,3600
MH65,78,100,3000
MH65,78,150,3000
MH65,78,200,3000
MH65,78,250,3000
MH65,78,300,3000
MH65,78,350,3000
MH65,78,400,3000
MH65,78,450,3000
MH65,78,500,3000
MH65,78,550,3000
MH65,78,600,3000
MH65,78,650,3000
MH65,78,700,3000
MH65,78,750,3000
MH65,78,800,3000
MH65,78,850,3000
MH65,78,900,3000
MH65,78,950,3000
MH65,78,1000,3000
MH65,78,1050,3000
MH65,78,1100,3000
MH65,78,1150,3000
MH65,78,1200,3000
MH65,78,1250,3000
MH65,78,1300,3000
MH65,78,1350,3000
MH65,78,1400,3000
MH65,78,1450,3000
MH65,78,1500,3000
MH65,78,1550,3000
MH65,78,1600,3000
MH65,78,1650,3000
MH65,78,1700,3000
MH65,78,1750,3000
MH65,78,1800,3000
MH65,78,1850,3000
MH65,78,1900,3000
MH65,78,1950,3000
MH65,78,2000,3000
MH65,78,2050,3000
MH65,78,2100,3000
MH65,78,2150,3000
MH65,78,2200,3000
MH65,78,2250,3000
MH65,78,2300,3000
MH65,78,2350,3000
MH65,78,2400,3000
MH65,78,2450,3000
MH65,78,2500,3000
MH65,78,2550,3000
MH65,78,2600,3000
MH65,78,2650,3000
MH65,78,2700,3000
MH65,78,2750,3000
MH65,78,2800,3000
MH65,78,2850,3000
MH65,78,2900,3000
MH65,78,2950,3000
MH65,78,3600,3000
MH80,102,100,3000
MH80,102,150,3000
MH80,102,200,3000
MH80,102,250,3000
MH80,102,300,3000
MH80,102,350,3000
MH80,102,400,3000
MH80,102,450,3000
MH80,102,500,3000
MH80,102,550,3000
MH80,102,600,3000
MH80,102,650,3000
MH80,102,700,3000
MH80,102,750,3000
MH80,102,800,3000
MH80,102,850,3000
MH80,102,900,3000
MH80,102,950,3000
MH80,102,1000,3000
MH80,102,1050,3000
MH80,102,1100,3000
MH80,102,1150,3000
MH80,102,1200,3000
MH80,102,1250,3000
MH80,102,1300,3000
MH80,102,1350,3000
MH80,102,1400,3000
MH80,102,1450,3000
MH80,102,1500,3000
MH80,102,1550,3000
MH80,102,1600,3000
MH80,102,1650,3000
MH80,102,1700,3000
MH80,102,1750,3000
MH80,102,1800,3000
MH80,102,1850,3000
MH80,102,1900,3000
MH80,102,1950,3000
MH80,102,2000,3000
MH80,102,2050,3000
MH80,102,2100,3000
MH80,102,2150,3000
MH80,102,2200,3000
MH80,102,2250,3000
MH80,102,2300,3000
MH80,102,2350,3000
MH80,102,2400,3000
MH80,102,2450,3000
MH80,102,2500,3000
MH80,102,2550,3000
MH80,102,2600,3000
MH80,102,2650,3000
MH80,102,2700,3000
MH80,102,2750,3000
MH80,102,2800,3000
MH80,102,2850,3000
MH80,102,2900,3000
MH80,102,2950,3000
MH80,102,3600,3000
MK65,,100,3600
MK65,,150,3600
MK65,,200,3600
MK65,,250,3600
MK65,,300,3600
MK65,,350,3600
MK65,,400,3600
MK65,,450,3600
MK65,,500,3600
MK65,,550,3600
MK65,,600,3600
MK65,,650,3600
MK65,,700,3600
MK65,,750,3600
MK65,,800,3600
MK65,,850,3600
MK65,,900,3600
MK65,,950,3600
MK65,,1000,3600
MK65,,1050,3600
MK65,,1100,3600
MK65,,1150,3600
MK65,,1200,3600
MK65,,1250,3600
MK65,,1300,3600
MK65,,1350,3600
MK65,,1400,3600
MK65,,1450,3600
MK65,,1500,3600
MK65,,1550,3600
MK65,,1600,3600
MK65,,1650,3600
MK65,,1700,3600
MK65,,1750,3600
MK65,,1800,3600
MK65,,1850,3600
MK65,,1900,3600
MK65,,1950,3600
MK65,,2000,3600
MK65,,2050,3600
MK65,,2100,3600
MK65,,2150,3600
MK65,,2200,3600
MK65,,2250,3600
MK65,,2300,3600
MK65,,2350,3600
MK65,,2400,3600
MK65,,2450,3600
MK65,,2500,3600
MK65,,2550,3600
MK65,,2600,3600
MK65,,2650,3600
MK65,,2700,3600
MK65,,2750,3600
MK65,,2800,3600
MK65,,2850,3600
MK65,,2900,3600
MK65,,2950,3600
MK65,,3600,3600
MK65,,3050,3600
MK65,,3100,3600
MK65,,3150,3600
MK65,,3200,3600
MK65,,3250,3600
MK65,,3300,3600
MK65,,3350,3600
MK65,,3400,3600
MK65,,3450,3600
MK65,,3500,3600
MK65,,3550,3600
MK65,,3600,3600
MK65,,3650,3600
MK65,,3700,3600
MK65,,3750,3600
MK65,,3800,3600
MK65,,3850,3600
MK65,,3900,3600
MK65,,3950,3600
MK65,,4000,3600
MK65,,4050,3600
MK65,,4100,3600
MK65,,4150,3600
MK65,,4200,3600
MK65,,4250,3600
MK65,,4300,3600
MK65,,4350,3600
MK65,,4400,3600
MK65,,4450,3600
MK65,,4500,3600
MK65,,4550,3600
MK65,,4600,3600
MK65,,4650,3600
MK65,,4700,3600
MK65,,4750,3600
MK65,,4800,3600
MK65,,4850,3600
MK65,,4900,3600
MK65,,4950,3600
MK65,,5000,3600
MK85,,100,3600
MK85,,150,3600
MK85,,200,3600
MK85,,250,3600
MK85,,300,3600
MK85,,350,3600
MK85,,400,3600
MK85,,450,3600
MK85,,500,3600
MK85,,550,3600
MK85,,600,3600
MK85,,650,3600
MK85,,700,3600
MK85,,750,3600
MK85,,800,3600
MK85,,850,3600
MK85,,900,3600
MK85,,950,3600
MK85,,1000,3600
MK85,,1050,3600
MK85,,1100,3600
MK85,,1150,3600
MK85,,1200,3600
MK85,,1250,3600
MK85,,1300,3600
MK85,,1350,3600
MK85,,1400,3600
MK85,,1450,3600
MK85,,1500,3600
MK85,,1550,3600
MK85,,1600,3600
MK85,,1650,3600
MK85,,1700,3600
MK85,,1750,3600
MK85,,1800,3600
MK85,,1850,3600
MK85,,1900,3600
MK85,,1950,3600
MK85,,2000,3600
MK85,,2050,3600
MK85,,2100,3600
MK85,,2150,3600
MK85,,2200,3600
MK85,,2250,3600
MK85,,2300,3600
MK85,,2350,3600
MK85,,2400,3600
MK85,,2450,3600
MK85,,2500,3600
MK85,,2550,3600
MK85,,2600,3600
MK85,,2650,3600
MK85,,2700,3600
MK85,,2750,3600
MK85,,2800,3600
MK85,,2850,3600
MK85,,2900,3600
MK85,,2950,3600
MK85,,3600,3600
MK85,,3050,3600
MK85,,3100,3600
MK85,,3150,3600
MK85,,3200,3600
MK85,,3250,3600
MK85,,3300,3600
MK85,,3350,3600
MK85,,3400,3600
MK85,,3450,3600
MK85,,3500,3600
MK85,,3550,3600
MK85,,3600,3600
MK85,,3650,3600
MK85,,3700,3600
MK85,,3750,3600
MK85,,3800,3600
MK85,,3850,3600
MK85,,3900,3600
MK85,,3950,3600
MK85,,4000,3600
MK85,,4050,3600
MK85,,4100,3600
MK85,,4150,3600
MK85,,4200,3600
MK85,,4250,3600
MK85,,4300,3600
MK85,,4350,3600
MK85,,4400,3600
MK85,,4450,3600
MK85,,4500,3600
MK85,,4550,3600
MK85,,4600,3600
MK85,,4650,3600
MK85,,4700,3600
MK85,,4750,3600
MK85,,4800,3600
MK85,,4850,3600
MK85,,4900,3600
MK85,,4950,3600
MK85,,5000,3600
MK110,,100,3600
MK110,,150,3600
MK110,,200,3600
MK110,,250,3600
MK110,,300,3600
MK110,,350,3600
MK110,,400,3600
MK110,,450,3600
MK110,,500,3600
MK110,,550,3600
MK110,,600,3600
MK110,,650,3600
MK110,,700,3600
MK110,,750,3600
MK110,,800,3600
MK110,,850,3600
MK110,,900,3600
MK110,,950,3600
MK110,,1000,3600
MK110,,1050,3600
MK110,,1100,3600
MK110,,1150,3600
MK110,,1200,3600
MK110,,1250,3600
MK110,,1300,3600
MK110,,1350,3600
MK110,,1400,3600
MK110,,1450,3600
MK110,,1500,3600
MK110,,1550,3600
MK110,,1600,3600
MK110,,1650,3600
MK110,,1700,3600
MK110,,1750,3600
MK110,,1800,3600
MK110,,1850,3600
MK110,,1900,3600
MK110,,1950,3600
MK110,,2000,3600
MK110,,2050,3600
MK110,,2100,3600
MK110,,2150,3600
MK110,,2200,3600
MK110,,2250,3600
MK110,,2300,3600
MK110,,2350,3600
MK110,,2400,3600
MK110,,2450,3600
MK110,,2500,3600
MK110,,2550,3600
MK110,,2600,3600
MK110,,2650,3600
MK110,,2700,3600
MK110,,2750,3600
MK110,,2800,3600
MK110,,2850,3600
MK110,,2900,3600
MK110,,2950,3600
MK110,,3600,3600
MK110,,3050,3600
MK110,,3100,3600
MK110,,3150,3600
MK110,,3200,3600
MK110,,3250,3600
MK110,,3300,3600
MK110,,3350,3600
MK110,,3400,3600
MK110,,3450,3600
MK110,,3500,3600
MK110,,3550,3600
MK110,,3600,3600
MK110,,3650,3600
MK110,,3700,3600
MK110,,3750,3600
MK110,,3800,3600
MK110,,3850,3600
MK110,,3900,3600
MK110,,3950,3600
MK110,,4000,3600
MK110,,4050,3600
MK110,,4100,3600
MK110,,4150,3600
MK110,,4200,3600
MK110,,4250,3600
MK110,,4300,3600
MK110,,4350,3600
MK110,,4400,3600
MK110,,4450,3600
MK110,,4500,3600
MK110,,4550,3600
MK110,,4600,3600
MK110,,4650,3600
MK110,,4700,3600
MK110,,4750,3600
MK110,,4800,3600
GCH4,2,50,3000
GCH4,2,100,3000
GCH4,2,150,3000
GCH4,2,200,3000
GCH4,2,250,3000
GCH4,2,300,3000
GCH4,2,350,3000
GCH4,2,400,3000
GCH4,2,450,3000
GCH4,2,500,3000
GCH4,2,550,3000
GCH4,2,600,2700
GCH4,2,650,2400
GCH4,2,700,2100
GCH4,2,750,1800
GCH4,2,800,1500
GCH4,2,850,1300
GCH4,2,900,1200
GCH4,2,950,1100
GCH4,2,1000,1000
GCH4,6,50,3600
GCH4,6,100,3600
GCH4,6,150,3600
GCH4,6,200,3600
GCH4,6,250,3600
GCH4,6,300,3600
GCH4,6,350,3600
GCH4,6,400,3600
GCH4,6,450,3600
GCH4,6,500,3300
GCH4,6,550,3200
GCH4,6,600,2700
GCH4,6,650,2400
GCH4,6,700,2100
GCH4,6,750,1800
GCH4,6,800,1500
GCH4,6,850,1300
GCH4,6,900,1200
GCH4,6,950,1100
GCH4,6,1000,1000
GCH4,12,50,3600
GCH4,12,100,3600
GCH4,12,150,3600
GCH4,12,200,3600
GCH4,12,250,3600
GCH4,12,300,3600
GCH4,12,350,3600
GCH4,12,400,3600
GCH4,12,450,3600
GCH4,12,500,3300
GCH4,12,550,3200
GCH4,12,600,2700
GCH4,12,650,2400
GCH4,12,700,2100
GCH4,12,750,1800
GCH4,12,800,1500
GCH4,12,850,1300
GCH4,12,900,1200
GCH4,12,950,1100
GCH4,12,1000,1000
GCH5,2,50,3000
GCH5,2,100,3000
GCH5,2,150,3000
GCH5,2,200,3000
GCH5,2,250,3000
GCH5,2,300,3000
GCH5,2,350,3000
GCH5,2,400,3000
GCH5,2,450,3000
GCH5,2,500,3000
GCH5,2,550,3000
GCH5,2,600,3000
GCH5,2,650,2700
GCH5,2,700,2400
GCH5,2,750,2100
GCH5,2,800,1800
GCH5,2,850,1500
GCH5,2,900,1400
GCH5,2,950,1200
GCH5,2,1000,1100
GCH5,2,1050,1000
GCH5,5,50,3600
GCH5,5,100,3600
GCH5,5,150,3600
GCH5,5,200,3600
GCH5,5,250,3600
GCH5,5,300,3600
GCH5,5,350,3600
GCH5,5,400,3600
GCH5,5,450,3600
GCH5,5,500,3600
GCH5,5,550,3500
GCH5,5,600,3000
GCH5,5,650,2700
GCH5,5,700,2400
GCH5,5,750,2100
GCH5,5,800,1800
GCH5,5,850,1500
GCH5,5,900,1400
GCH5,5,950,1200
GCH5,5,1000,1100
GCH5,5,1050,1000
GCH5,10,50,3600
GCH5,10,100,3600
GCH5,10,150,3600
GCH5,10,200,3600
GCH5,10,250,3600
GCH5,10,300,3600
GCH5,10,350,3600
GCH5,10,400,3600
GCH5,10,450,3600
GCH5,10,500,3600
GCH5,10,550,3500
GCH5,10,600,3000
GCH5,10,650,2700
GCH5,10,700,2400
GCH5,10,750,2100
GCH5,10,800,1800
GCH5,10,850,1500
GCH5,10,900,1400
GCH5,10,950,1200
GCH5,10,1000,1100
GCH5,10,1050,1000
GCH5,20,50,3600
GCH5,20,100,3600
GCH5,20,150,3600
GCH5,20,200,3600
GCH5,20,250,3600
GCH5,20,300,3600
GCH5,20,350,3600
GCH5,20,400,3600
GCH5,20,450,3600
GCH5,20,500,3600
GCH5,20,550,3500
GCH5,20,600,3000
GCH5,20,650,2700
GCH5,20,700,2400
GCH5,20,750,2100
GCH5,20,800,1800
GCH5,20,850,1500
GCH5,20,900,1400
GCH5,20,950,1200
GCH5,20,1000,1100
GCH5,20,1050,1000
GCH8,5,50,3600
GCH8,5,100,3600
GCH8,5,150,3600
GCH8,5,200,3600
GCH8,5,250,3600
GCH8,5,300,3600
GCH8,5,350,3600
GCH8,5,400,3600
GCH8,5,450,3600
GCH8,5,500,3600
GCH8,5,550,3600
GCH8,5,600,3600
